itrial,d,method,coverage,width
35,80,CV+,0.94,3.6260339449789636
35,80,split,0.93,3.7776543784691365
36,80,naive,0.86,3.113463898558332
36,80,jackknife,0.91,3.3870417047318124
36,80,jackknife+,0.91,3.3834945220504347
36,80,jackknife-mm,0.91,3.503563472925295
36,80,CV+,0.91,3.3928689894479187
36,80,split,0.85,3.5732304824701946
37,80,naive,0.83,3.290212590931866
37,80,jackknife,0.85,3.574990707194166
37,80,jackknife+,0.85,3.572528937568872
37,80,jackknife-mm,0.87,3.683349531871447
37,80,CV+,0.85,3.5849816889314847
37,80,split,0.89,3.769766669656845
38,80,naive,0.9,3.1824722855242213
38,80,jackknife,0.91,3.44638904716222
38,80,jackknife+,0.91,3.4580532696387714
38,80,jackknife-mm,0.92,3.556568199158582
38,80,CV+,0.91,3.470687224755252
38,80,split,0.89,3.5467475920006617
39,80,naive,0.9,3.3182422583076696
39,80,jackknife,0.95,3.5998639240732846
39,80,jackknife+,0.95,3.598496279463554
39,80,jackknife-mm,0.95,3.711910113779285
39,80,CV+,0.95,3.613815505715901
39,80,split,0.91,3.689329928199224
40,80,naive,0.82,3.0059083720882667
40,80,jackknife,0.87,3.2770917762605127
40,80,jackknife+,0.87,3.282261913774038
40,80,jackknife-mm,0.89,3.3870049561711157
40,80,CV+,0.87,3.3275785871062022
40,80,split,0.91,3.6161130686442307
41,80,naive,0.87,3.229491088319145
41,80,jackknife,0.89,3.5119746040205455
41,80,jackknife+,0.89,3.5111437917851123
41,80,jackknife-mm,0.9,3.62640366516902
41,80,CV+,0.9,3.5484871280578134
41,80,split,0.89,3.654432828327251
42,80,naive,0.84,3.1830893516564855
42,80,jackknife,0.89,3.4696599449267236
42,80,jackknife+,0.89,3.469509533396502
42,80,jackknife-mm,0.89,3.574195358252532
42,80,CV+,0.9,3.5041654777435185
42,80,split,0.86,3.6153063603811533
43,80,naive,0.83,3.2644978240766687
43,80,jackknife,0.88,3.5550646178243697
43,80,jackknife+,0.87,3.540444059261101
43,80,jackknife-mm,0.9,3.6660266730071345
43,80,CV+,0.88,3.5618951659114657
43,80,split,0.9,3.731010352890457
44,80,naive,0.91,3.3190920289699246
44,80,jackknife,0.94,3.6102435117386666
44,80,jackknife+,0.94,3.59862983417605
44,80,jackknife-mm,0.94,3.722112161308344
44,80,CV+,0.94,3.621485967361247
44,80,split,0.93,3.7058560228027617
45,80,naive,0.9,3.04691927206897
45,80,jackknife,0.95,3.3244519749154007
45,80,jackknife+,0.95,3.3304602168630675
45,80,jackknife-mm,0.96,3.4296571201406953
45,80,CV+,0.95,3.3294756157812846
45,80,split,0.92,3.4605813035240853
46,80,naive,0.85,2.9753046879123435
46,80,jackknife,0.88,3.2171278427995222
46,80,jackknife+,0.88,3.2138418489141856
46,80,jackknife-mm,0.9,3.323966567271453
46,80,CV+,0.89,3.268196321531451
46,80,split,0.86,3.2969293489384417
47,80,naive,0.91,3.0230484164038676
47,80,jackknife,0.93,3.296728990450441
47,80,jackknife+,0.93,3.287215426437764
47,80,jackknife-mm,0.93,3.4045365606766866
47,80,CV+,0.93,3.3470049675850944
47,80,split,0.95,3.549586499931706
48,80,naive,0.85,3.182856115226361
48,80,jackknife,0.9,3.458427655357452
48,80,jackknife+,0.9,3.462055041562838
48,80,jackknife-mm,0.91,3.5718863859299743
48,80,CV+,0.9,3.541784577266748
48,80,split,0.89,3.5221839330624745
49,80,naive,0.88,3.2272699359516315
49,80,jackknife,0.92,3.513129277614935
49,80,jackknife+,0.92,3.5154676674350056
49,80,jackknife-mm,0.93,3.621608469407869
49,80,CV+,0.92,3.521833759409296
49,80,split,0.94,3.760979871436135
0,85,naive,0.85,3.1216168962875503
0,85,jackknife,0.87,3.417560516325405
0,85,jackknife+,0.87,3.4238981247317377
0,85,jackknife-mm,0.9,3.53665807027822
0,85,CV+,0.87,3.447089229677453
0,85,split,0.9,3.614470416604361
1,85,naive,0.89,3.1498037526856706
1,85,jackknife,0.93,3.4264988785037276
1,85,jackknife+,0.93,3.4313959251690864
1,85,jackknife-mm,0.95,3.5414738646341055
1,85,CV+,0.93,3.4498219933977725
1,85,split,0.91,3.537868136332177
2,85,naive,0.91,3.0884882181757685
2,85,jackknife,0.92,3.376890694099245
2,85,jackknife+,0.92,3.378477332298354
2,85,jackknife-mm,0.94,3.4844050312440555
2,85,CV+,0.92,3.421327715154046
2,85,split,0.91,3.550308314794181
3,85,naive,0.86,3.1316034651982307
3,85,jackknife,0.87,3.397279717485828
3,85,jackknife+,0.87,3.4065914955896317
3,85,jackknife-mm,0.89,3.508637971170371
3,85,CV+,0.87,3.4868132297400733
3,85,split,0.88,3.5084936704712404
4,85,naive,0.89,3.0800293823411034
4,85,jackknife,0.92,3.3735230806649965
4,85,jackknife+,0.91,3.368792004204087
4,85,jackknife-mm,0.92,3.48108312043065
4,85,CV+,0.92,3.4441078362376953
4,85,split,0.91,3.5390018369294776
5,85,naive,0.89,3.166269730001494
5,85,jackknife,0.9,3.46607459041022
5,85,jackknife+,0.9,3.476910818516692
5,85,jackknife-mm,0.91,3.577183617245024
5,85,CV+,0.9,3.5466252116670285
5,85,split,0.91,3.7069197070013997
6,85,naive,0.78,3.0863166768720243
6,85,jackknife,0.86,3.379716037847816
6,85,jackknife+,0.86,3.3747032075800103
6,85,jackknife-mm,0.86,3.4994253593244316
6,85,CV+,0.86,3.4462083263909107
6,85,split,0.87,3.5154582824724256
7,85,naive,0.88,3.1015759885697283
7,85,jackknife,0.9,3.413027938206248
7,85,jackknife+,0.9,3.4104041027089687
7,85,jackknife-mm,0.9,3.520949394757431
7,85,CV+,0.9,3.4320507835462677
7,85,split,0.91,3.6370209443598522
8,85,naive,0.9,3.1981483109301525
8,85,jackknife,0.95,3.535363521245492
8,85,jackknife+,0.95,3.5267843628131312
8,85,jackknife-mm,0.96,3.64550587445653
8,85,CV+,0.95,3.5391967985048636
8,85,split,0.95,3.599714330944386
9,85,naive,0.9,3.2529595803729823
9,85,jackknife,0.93,3.564482992571073
9,85,jackknife+,0.93,3.5636588861231546
9,85,jackknife-mm,0.95,3.6769248587836363
9,85,CV+,0.95,3.6411461811570045
9,85,split,0.94,3.8566317573141564
10,85,naive,0.84,2.8891300878913175
10,85,jackknife,0.9,3.195377910919201
10,85,jackknife+,0.9,3.1930332744889194
10,85,jackknife-mm,0.92,3.301635968424295
10,85,CV+,0.92,3.2840795527233926
10,85,split,0.91,3.5055870824628745
11,85,naive,0.87,2.9942665804888646
11,85,jackknife,0.9,3.2747592124101117
11,85,jackknife+,0.9,3.276328670790782
11,85,jackknife-mm,0.9,3.3860403351606614
11,85,CV+,0.9,3.281544427253794
11,85,split,0.88,3.2854799548931664
12,85,naive,0.88,3.103146644670689
12,85,jackknife,0.92,3.372116460452963
12,85,jackknife+,0.92,3.385672560288919
12,85,jackknife-mm,0.93,3.485458424906052
12,85,CV+,0.93,3.4698579192936476
12,85,split,0.93,3.9277281955252765
13,85,naive,0.88,3.0932222191523873
13,85,jackknife,0.9,3.371657346819951
13,85,jackknife+,0.9,3.384309671488085
13,85,jackknife-mm,0.9,3.4823463992592627
13,85,CV+,0.9,3.41643115469013
13,85,split,0.89,3.6061945971189284
14,85,naive,0.87,3.237099344133789
14,85,jackknife,0.91,3.5216941728666593
14,85,jackknife+,0.91,3.5248391750313823
14,85,jackknife-mm,0.91,3.6320033507580085
14,85,CV+,0.9,3.4876770648792945
14,85,split,0.91,3.818393508204527
15,85,naive,0.88,3.0614503485832647
15,85,jackknife,0.94,3.3388451986154504
15,85,jackknife+,0.94,3.352205872242165
15,85,jackknife-mm,0.94,3.4498372225513667
15,85,CV+,0.94,3.4021196891575665
15,85,split,0.89,3.5992897550499383
16,85,naive,0.9,3.161554789537718
16,85,jackknife,0.93,3.4405765164729
16,85,jackknife+,0.93,3.4429109758854715
16,85,jackknife-mm,0.95,3.5513735027700877
16,85,CV+,0.94,3.4848372562585
16,85,split,0.9,3.5059009351591657
17,85,naive,0.89,3.1632875491544654
17,85,jackknife,0.91,3.503331094107941
17,85,jackknife+,0.91,3.484718418412545
17,85,jackknife-mm,0.92,3.6170063134371166
17,85,CV+,0.91,3.499447952879882
17,85,split,0.89,3.7293207732888036
18,85,naive,0.86,3.1253615506588694
18,85,jackknife,0.87,3.4142457726895787
18,85,jackknife+,0.87,3.400766249549481
18,85,jackknife-mm,0.88,3.5279691794764303
18,85,CV+,0.87,3.395056628381101
18,85,split,0.9,3.61988686525206
19,85,naive,0.9,3.1074860396674007
19,85,jackknife,0.91,3.356317586585249
19,85,jackknife+,0.91,3.353481476363401
19,85,jackknife-mm,0.91,3.4720756427459434
19,85,CV+,0.91,3.3865647469930567
19,85,split,0.9,3.6228050916019314
20,85,naive,0.84,3.143551921312343
20,85,jackknife,0.91,3.472945716847732
20,85,jackknife+,0.91,3.4578633197940642
20,85,jackknife-mm,0.91,3.584061566520428
20,85,CV+,0.91,3.426206086867932
20,85,split,0.88,3.603354426526158
21,85,naive,0.87,3.13322810465841
21,85,jackknife,0.91,3.444444547040669
21,85,jackknife+,0.91,3.4397527590959593
21,85,jackknife-mm,0.94,3.559061479680045
21,85,CV+,0.91,3.4524504490932717
21,85,split,0.91,3.6113403204529964
22,85,naive,0.88,3.2742805448052996
22,85,jackknife,0.91,3.5710613928527386
22,85,jackknife+,0.91,3.558529098468691
22,85,jackknife-mm,0.93,3.6817604587934922
22,85,CV+,0.91,3.537351361115887
22,85,split,0.88,3.4523372161269616
23,85,naive,0.88,3.302468482568468
23,85,jackknife,0.91,3.591283567332047
23,85,jackknife+,0.91,3.5932948835531566
23,85,jackknife-mm,0.92,3.7082627568385944
23,85,CV+,0.91,3.6237686319351337
23,85,split,0.92,3.7724942284115746
24,85,naive,0.84,3.231822425043232
24,85,jackknife,0.88,3.5164130721328153
24,85,jackknife+,0.88,3.5135588811543594
24,85,jackknife-mm,0.89,3.632963623859851
24,85,CV+,0.88,3.483930576787163
24,85,split,0.89,3.7384352282022646
25,85,naive,0.76,3.114730361976344
25,85,jackknife,0.81,3.412537033888895
25,85,jackknife+,0.81,3.4085051081229008
25,85,jackknife-mm,0.82,3.526549899387547
25,85,CV+,0.81,3.440700579040295
25,85,split,0.81,3.578788935864448
26,85,naive,0.88,3.072925535083749
26,85,jackknife,0.89,3.34011818377682
26,85,jackknife+,0.89,3.3430337433073953
26,85,jackknife-mm,0.9,3.448179060042099
26,85,CV+,0.9,3.389503301505269
26,85,split,0.87,3.2484774663848643
27,85,naive,0.89,3.2303689057049514
27,85,jackknife,0.93,3.5333148546989723
27,85,jackknife+,0.93,3.5312146389412624
27,85,jackknife-mm,0.94,3.6483450234965304
27,85,CV+,0.94,3.5611019802159496
27,85,split,0.91,3.803492148627996
28,85,naive,0.9,3.3914474021180303
28,85,jackknife,0.94,3.688959447802445
28,85,jackknife+,0.94,3.7006053627401583
28,85,jackknife-mm,0.96,3.81209636502913
28,85,CV+,0.94,3.710835626486236
28,85,split,0.94,3.8339558047255906
29,85,naive,0.85,3.0755096392255337
29,85,jackknife,0.88,3.345817135692983
29,85,jackknife+,0.88,3.3562996934705707
29,85,jackknife-mm,0.88,3.4597993917510523
29,85,CV+,0.88,3.4167387247672583
29,85,split,0.89,3.6963613105266444
30,85,naive,0.89,3.2101940272816605
30,85,jackknife,0.91,3.5006897378655646
30,85,jackknife+,0.91,3.5099372388678374
30,85,jackknife-mm,0.92,3.6147071757439786
30,85,CV+,0.92,3.586143953409415
30,85,split,0.92,3.840964967709167
31,85,naive,0.94,3.253532122730763
31,85,jackknife,0.95,3.5463453216726375
31,85,jackknife+,0.95,3.531684007701222
31,85,jackknife-mm,0.95,3.6598973187900223
31,85,CV+,0.95,3.5464760688563324
31,85,split,0.94,3.516350948173665
32,85,naive,0.9,3.1252686403086964
32,85,jackknife,0.93,3.4232649363804275
32,85,jackknife+,0.93,3.4308517452076406
32,85,jackknife-mm,0.94,3.535748978428738
32,85,CV+,0.93,3.457638444889073
32,85,split,0.9,3.395267076756456
33,85,naive,0.88,3.1945706103467684
33,85,jackknife,0.89,3.498784705101927
33,85,jackknife+,0.89,3.5016193134524105
33,85,jackknife-mm,0.92,3.6082947207764335
33,85,CV+,0.89,3.5249040216524996
33,85,split,0.9,3.6615313762528543
34,85,naive,0.82,3.102034068195506
34,85,jackknife,0.87,3.3769792948605386
34,85,jackknife+,0.87,3.375623701918907
34,85,jackknife-mm,0.88,3.492088371541206
34,85,CV+,0.87,3.381630427303016
34,85,split,0.87,3.5438293990250767
35,85,naive,0.78,3.1076022278119426
35,85,jackknife,0.83,3.419994574100493
35,85,jackknife+,0.83,3.4165020337183023
35,85,jackknife-mm,0.84,3.536512752091358
35,85,CV+,0.83,3.483499907760822
35,85,split,0.89,3.800986548257925
36,85,naive,0.83,3.167722571700267
36,85,jackknife,0.88,3.4617477879754066
36,85,jackknife+,0.88,3.4548929309637795
36,85,jackknife-mm,0.89,3.5780332659510576
36,85,CV+,0.87,3.4123060599079986
36,85,split,0.88,3.752079825201846
37,85,naive,0.81,3.0768219503957317
37,85,jackknife,0.85,3.376408142590703
37,85,jackknife+,0.85,3.391438779226696
37,85,jackknife-mm,0.88,3.493128471818609
37,85,CV+,0.86,3.4171976310248295
37,85,split,0.82,3.2461480996710343
38,85,naive,0.9,3.043865618376482
38,85,jackknife,0.95,3.3439991285977904
38,85,jackknife+,0.95,3.3345198146883264
38,85,jackknife-mm,0.95,3.4534384572322763
38,85,CV+,0.95,3.343632788830302
38,85,split,0.92,3.509531850151762
39,85,naive,0.85,3.0440600394758808
39,85,jackknife,0.9,3.348110194084943
39,85,jackknife+,0.9,3.3395417948178556
39,85,jackknife-mm,0.9,3.4632944822809675
39,85,CV+,0.9,3.3980379953452378
39,85,split,0.87,3.6671603201329885
40,85,naive,0.91,3.2021404061815177
40,85,jackknife,0.92,3.501842712241806
40,85,jackknife+,0.92,3.50218765999376
40,85,jackknife-mm,0.93,3.617160251279301
40,85,CV+,0.92,3.5511982079720052
40,85,split,0.93,3.66067416729072
41,85,naive,0.85,3.098550507059394
41,85,jackknife,0.93,3.389754777072045
41,85,jackknife+,0.93,3.3947776181619203
41,85,jackknife-mm,0.93,3.5034060319837192
41,85,CV+,0.93,3.4922705016611975
41,85,split,0.93,3.6404229092976634
42,85,naive,0.84,3.263960184918937
42,85,jackknife,0.87,3.582423728725681
42,85,jackknife+,0.87,3.574527958490762
42,85,jackknife-mm,0.88,3.700037433680192
42,85,CV+,0.87,3.6188062580249483
42,85,split,0.87,3.905427230624009
43,85,naive,0.86,3.203801013193281
43,85,jackknife,0.89,3.501803511774314
43,85,jackknife+,0.9,3.4946414086165705
43,85,jackknife-mm,0.92,3.618907126613525
43,85,CV+,0.89,3.497232726301062
43,85,split,0.9,3.589210015873485
44,85,naive,0.9,3.168281921534691
44,85,jackknife,0.92,3.4642522889069527
44,85,jackknife+,0.92,3.469833026951781
44,85,jackknife-mm,0.94,3.5773473453019284
44,85,CV+,0.93,3.5299768372807576
44,85,split,0.95,3.6153393471162913
45,85,naive,0.84,3.1309788318088487
45,85,jackknife,0.9,3.4634325164898145
45,85,jackknife+,0.9,3.4532825824309032
45,85,jackknife-mm,0.91,3.572043825417028
45,85,CV+,0.9,3.4850740274362755
45,85,split,0.89,3.618681358968202
46,85,naive,0.86,3.1092570898943954
46,85,jackknife,0.9,3.429858332875234
46,85,jackknife+,0.9,3.4248120463748863
46,85,jackknife-mm,0.91,3.5478619357585783
46,85,CV+,0.89,3.416025228069452
46,85,split,0.9,3.7788156852924994
47,85,naive,0.85,3.2908791716808072
47,85,jackknife,0.92,3.5821311782474408
47,85,jackknife+,0.92,3.5882649923410757
47,85,jackknife-mm,0.92,3.6978806935876287
47,85,CV+,0.92,3.609804169738627
47,85,split,0.91,3.7893802013670284
48,85,naive,0.89,3.150021716045292
48,85,jackknife,0.9,3.4627062870987806
48,85,jackknife+,0.9,3.4554934547322502
48,85,jackknife-mm,0.9,3.5790918688930047
48,85,CV+,0.9,3.5136932983020053
48,85,split,0.9,3.7593789342011505
49,85,naive,0.87,3.264997556737478
49,85,jackknife,0.91,3.525250967553708
49,85,jackknife+,0.92,3.5337268746252506
49,85,jackknife-mm,0.92,3.6353452781336726
49,85,CV+,0.92,3.610818133106944
49,85,split,0.91,3.6822449238263757
0,90,naive,0.87,3.1524658986958003
0,90,jackknife,0.9,3.4729840006080503
0,90,jackknife+,0.9,3.4688783739780393
0,90,jackknife-mm,0.91,3.599674273061564
0,90,CV+,0.91,3.568598277869755
0,90,split,0.83,3.5831438794761525
1,90,naive,0.91,3.1768466952767636
1,90,jackknife,0.92,3.4967041081326697
1,90,jackknife+,0.92,3.5033427975095752
1,90,jackknife-mm,0.92,3.607410508605698
1,90,CV+,0.92,3.5546588953880573
1,90,split,0.94,3.752172448099424
2,90,naive,0.89,3.2515137475590445
2,90,jackknife,0.91,3.5524538815428746
2,90,jackknife+,0.91,3.554668668194219
2,90,jackknife-mm,0.91,3.674524962070121
2,90,CV+,0.91,3.630905462803672
2,90,split,0.93,3.8061985257138544
3,90,naive,0.87,3.093559944622121
3,90,jackknife,0.9,3.4353635679851253
3,90,jackknife+,0.9,3.433288740238049
3,90,jackknife-mm,0.91,3.553817537319796
3,90,CV+,0.9,3.4433945650384765
3,90,split,0.88,3.605244976612101
4,90,naive,0.9,3.2133389014952405
4,90,jackknife,0.91,3.528466458179137
4,90,jackknife+,0.91,3.528726799601458
4,90,jackknife-mm,0.91,3.656808233676174
4,90,CV+,0.91,3.554568502622036
4,90,split,0.92,3.766356733573291
5,90,naive,0.81,3.1688873178719983
5,90,jackknife,0.83,3.4759213611931568
5,90,jackknife+,0.83,3.4779334949533647
5,90,jackknife-mm,0.83,3.591439957066595
5,90,CV+,0.83,3.455432806902026
5,90,split,0.82,3.5873209719794046
6,90,naive,0.87,3.2564406726275474
6,90,jackknife,0.9,3.5658316966216703
6,90,jackknife+,0.9,3.5795811861304774
6,90,jackknife-mm,0.91,3.685958954332568
6,90,CV+,0.9,3.6673672869916785
6,90,split,0.91,3.842797832083534
7,90,naive,0.88,3.064565438203511
7,90,jackknife,0.93,3.406098017958925
7,90,jackknife+,0.93,3.3990777884433805
7,90,jackknife-mm,0.94,3.5236277392047297
7,90,CV+,0.93,3.467326877485811
7,90,split,0.94,3.609239374051238
8,90,naive,0.85,3.072026345719416
8,90,jackknife,0.88,3.3927245348518063
8,90,jackknife+,0.87,3.3828091839375802
8,90,jackknife-mm,0.9,3.510475070237441
8,90,CV+,0.9,3.486425429915917
8,90,split,0.88,3.5697879343541725
9,90,naive,0.89,3.1372130405910825
9,90,jackknife,0.91,3.4543206108945075
9,90,jackknife+,0.91,3.4465742297861444
9,90,jackknife-mm,0.92,3.5682246085982285
9,90,CV+,0.91,3.4246739113036258
9,90,split,0.89,3.3260178832951675
10,90,naive,0.88,3.2026641084608873
10,90,jackknife,0.92,3.5390233102303297
10,90,jackknife+,0.91,3.5246632823107564
10,90,jackknife-mm,0.94,3.6560229739238594
10,90,CV+,0.92,3.558513479360607
10,90,split,0.92,3.6695138128687845
11,90,naive,0.85,3.1898910082971894
11,90,jackknife,0.86,3.48527801247422
11,90,jackknife+,0.86,3.478435013810798
11,90,jackknife-mm,0.87,3.6034324895106242
11,90,CV+,0.86,3.531665141915035
11,90,split,0.85,3.604776371344846
12,90,naive,0.85,3.049591843050928
12,90,jackknife,0.89,3.3315955768425796
12,90,jackknife+,0.88,3.3245052923766867
12,90,jackknife-mm,0.89,3.4424335894065377
12,90,CV+,0.89,3.368419830676039
12,90,split,0.86,3.377158235781275
13,90,naive,0.87,3.0923701849104877
13,90,jackknife,0.9,3.390614395405895
13,90,jackknife+,0.9,3.3937653244119987
13,90,jackknife-mm,0.91,3.507412496086839
13,90,CV+,0.91,3.4282577911334173
13,90,split,0.95,3.7080591134479164
14,90,naive,0.9,3.1759645769266798
14,90,jackknife,0.93,3.4535570015344574
14,90,jackknife+,0.93,3.459209283361653
14,90,jackknife-mm,0.94,3.5724423865290964
14,90,CV+,0.95,3.5273249997704443
14,90,split,0.94,3.684841634727548
15,90,naive,0.9,3.0873459687918
15,90,jackknife,0.93,3.3822726981799116
15,90,jackknife+,0.93,3.390674222192382
15,90,jackknife-mm,0.93,3.500999206105632
15,90,CV+,0.93,3.4352287116927522
15,90,split,0.92,3.877305855249208
16,90,naive,0.87,3.0179680668494484
16,90,jackknife,0.88,3.2959745899265327
16,90,jackknife+,0.88,3.293468443284096
16,90,jackknife-mm,0.9,3.4097111494071974
16,90,CV+,0.9,3.400794839782817
16,90,split,0.89,3.553170688587917
17,90,naive,0.89,3.1506206042396347
17,90,jackknife,0.95,3.4294381001022725
17,90,jackknife+,0.95,3.4471773504701173
17,90,jackknife-mm,0.95,3.5413472368701586
17,90,CV+,0.95,3.4878744468059066
17,90,split,0.91,3.4306080124090585
18,90,naive,0.8,3.171233724775897
18,90,jackknife,0.86,3.4887792153486226
18,90,jackknife+,0.86,3.4863895534078018
18,90,jackknife-mm,0.9,3.6006186141778405
18,90,CV+,0.86,3.477437000975417
18,90,split,0.8,3.3092672907269334
19,90,naive,0.79,3.0220139019075987
19,90,jackknife,0.86,3.3317223832535827
19,90,jackknife+,0.86,3.3304084691626885
19,90,jackknife-mm,0.89,3.443857878130061
19,90,CV+,0.89,3.4031462703537763
19,90,split,0.83,3.427130707269973
20,90,naive,0.82,3.071757339340655
20,90,jackknife,0.87,3.381275454214215
20,90,jackknife+,0.87,3.3875499552907047
20,90,jackknife-mm,0.88,3.5033262433195627
20,90,CV+,0.87,3.4481949721912586
20,90,split,0.92,3.80334590694503
21,90,naive,0.87,3.085559383375066
21,90,jackknife,0.89,3.375506198397927
21,90,jackknife+,0.89,3.385730586296152
21,90,jackknife-mm,0.91,3.4922065807543516
21,90,CV+,0.9,3.3925206951039524
21,90,split,0.89,3.6459032090990195
22,90,naive,0.83,3.1809217016179274
22,90,jackknife,0.89,3.49675274444536
22,90,jackknife+,0.89,3.4945145333986223
22,90,jackknife-mm,0.92,3.6148404843531012
22,90,CV+,0.9,3.5080023301053376
22,90,split,0.88,3.8912340434043853
23,90,naive,0.84,2.9588408222842633
23,90,jackknife,0.86,3.2660540138326932
23,90,jackknife+,0.86,3.2699821718848905
23,90,jackknife-mm,0.87,3.379483076230158
23,90,CV+,0.86,3.3349481588423378
23,90,split,0.87,3.532972687195256
24,90,naive,0.8,3.084171036813246
24,90,jackknife,0.85,3.39262989244336
24,90,jackknife+,0.84,3.3977420995453373
24,90,jackknife-mm,0.86,3.511141018144121
24,90,CV+,0.85,3.4162743531527195
24,90,split,0.88,3.6513201241264137
25,90,naive,0.86,3.227225546330942
25,90,jackknife,0.89,3.5593837621441
25,90,jackknife+,0.89,3.5522368744158257
25,90,jackknife-mm,0.91,3.6824427572869265
25,90,CV+,0.91,3.58998025721729
25,90,split,0.87,3.791012549092324
26,90,naive,0.87,3.109571411263517
26,90,jackknife,0.92,3.447817122550419
26,90,jackknife+,0.92,3.4438976193079593
26,90,jackknife-mm,0.92,3.562158037845522
26,90,CV+,0.92,3.470913934988425
26,90,split,0.9,3.4927348570726626
27,90,naive,0.79,3.0811459309108153
27,90,jackknife,0.86,3.410159201360555
27,90,jackknife+,0.86,3.4181079013060933
27,90,jackknife-mm,0.88,3.5292664970252976
27,90,CV+,0.86,3.425139961338928
27,90,split,0.84,3.4013782794376444
28,90,naive,0.87,3.1828099439911957
28,90,jackknife,0.92,3.5070626000138545
28,90,jackknife+,0.92,3.50704015371153
28,90,jackknife-mm,0.93,3.6284621326559208
28,90,CV+,0.92,3.4918513570858005
28,90,split,0.89,3.614104411958465
29,90,naive,0.87,3.182200035434203
29,90,jackknife,0.88,3.5100137025591858
29,90,jackknife+,0.88,3.51302820395474
29,90,jackknife-mm,0.9,3.6256729325100623
29,90,CV+,0.89,3.5165025335613986
29,90,split,0.89,3.63579405301592
30,90,naive,0.79,3.0214683644816143
30,90,jackknife,0.85,3.311188931227372
30,90,jackknife+,0.85,3.3161797427183926
30,90,jackknife-mm,0.87,3.429798156467306
30,90,CV+,0.87,3.373585486249473
30,90,split,0.85,3.283083371496728
31,90,naive,0.89,3.1659080696652437
31,90,jackknife,0.91,3.4548130892896647
31,90,jackknife+,0.91,3.455558560740706
31,90,jackknife-mm,0.91,3.5715526340107586
31,90,CV+,0.91,3.4913996493702206
31,90,split,0.88,3.4584293558572567
32,90,naive,0.85,3.0818655754410775
32,90,jackknife,0.9,3.3771127682218007
32,90,jackknife+,0.9,3.386816004019372
32,90,jackknife-mm,0.9,3.4937153491869886
32,90,CV+,0.9,3.3946270315424942
32,90,split,0.89,3.628602859696798
33,90,naive,0.91,3.1453062465619666
33,90,jackknife,0.92,3.4723055885984113
33,90,jackknife+,0.92,3.4727462661555766
33,90,jackknife-mm,0.94,3.587263830370407
33,90,CV+,0.92,3.514307144601151
33,90,split,0.96,3.7917177255322425
34,90,naive,0.88,3.135857474320682
34,90,jackknife,0.92,3.4248225387530984
34,90,jackknife+,0.92,3.4340290303678542
34,90,jackknife-mm,0.93,3.549837440709455
34,90,CV+,0.92,3.4985839373543772
34,90,split,0.91,3.900137948213789
35,90,naive,0.92,3.2803793241803323
35,90,jackknife,0.95,3.616572026155433
35,90,jackknife+,0.95,3.603652778851093
35,90,jackknife-mm,0.96,3.7376661953239427
35,90,CV+,0.95,3.594839768739303
35,90,split,0.93,3.599989161472385
36,90,naive,0.87,3.129795321139001
36,90,jackknife,0.92,3.4465135115504664
36,90,jackknife+,0.92,3.435446853923115
36,90,jackknife-mm,0.93,3.558603248175119
36,90,CV+,0.92,3.4557565389743554
36,90,split,0.9,3.61869014736845
37,90,naive,0.93,3.2141557484870247
37,90,jackknife,0.98,3.533361884170461
37,90,jackknife+,0.98,3.5260180433527997
37,90,jackknife-mm,0.99,3.645551892545638
37,90,CV+,0.98,3.557791274944736
37,90,split,0.95,3.7884510540512646
38,90,naive,0.79,3.02486969726554
38,90,jackknife,0.81,3.3458607891419656
38,90,jackknife+,0.8,3.3420285196493347
38,90,jackknife-mm,0.83,3.4589971350097635
38,90,CV+,0.81,3.3758654463297315
38,90,split,0.81,3.69212383304904
39,90,naive,0.9,3.0915450418010546
39,90,jackknife,0.94,3.3806460666075564
39,90,jackknife+,0.94,3.388123188955338
39,90,jackknife-mm,0.94,3.5001207324258727
39,90,CV+,0.94,3.44164768398587
39,90,split,0.92,3.5928250657849543
40,90,naive,0.82,3.054595345862002
40,90,jackknife,0.86,3.359245024342919
40,90,jackknife+,0.86,3.3550725845461637
40,90,jackknife-mm,0.88,3.473906221916509
40,90,CV+,0.88,3.4125569035964816
40,90,split,0.87,3.5661312522336375
41,90,naive,0.87,3.257427903531328
41,90,jackknife,0.89,3.5799208096819175
41,90,jackknife+,0.89,3.572666975883805
41,90,jackknife-mm,0.89,3.6967900966605423
41,90,CV+,0.89,3.6115486860952837
41,90,split,0.91,3.906132512520518
42,90,naive,0.79,3.120931389092389
42,90,jackknife,0.86,3.442479238491904
42,90,jackknife+,0.86,3.4458538273073613
42,90,jackknife-mm,0.89,3.5559322058708265
42,90,CV+,0.85,3.4340874188562514
42,90,split,0.86,3.4501002923410824
43,90,naive,0.83,3.184137109862263
43,90,jackknife,0.87,3.5239164781247405
43,90,jackknife+,0.87,3.5151161354491056
43,90,jackknife-mm,0.89,3.648778023726112
43,90,CV+,0.87,3.605514811686672
43,90,split,0.85,3.679906835421418
44,90,naive,0.84,3.119712185876499
44,90,jackknife,0.87,3.4209165886316155
44,90,jackknife+,0.87,3.4133313367109075
44,90,jackknife-mm,0.87,3.5458244751216115
44,90,CV+,0.87,3.507203474919897
44,90,split,0.86,3.5025549775075273
45,90,naive,0.91,3.254759828694183
45,90,jackknife,0.92,3.5988012394374014
45,90,jackknife+,0.92,3.5927125125835655
